tradedate,tradetime,ticker,pr_open,pr_high,pr_low,pr_close,pr_std,vol,val,trades,pr_vwap,pr_change,trades_b,trades_s,val_b_obstat,val_s_obstat,vol_b_obstat,vol_s_obstat,disb,pr_vwap_b,pr_vwap_s,sec_pr_open,sec_pr_high,sec_pr_low,sec_pr_close,put_orders_b,put_orders_s,put_val_b,put_val_s,put_vol_b,put_vol_s,put_vwap_b,put_vwap_s,put_vol,put_val,put_orders,cancel_orders_b,cancel_orders_s,cancel_val_b,cancel_val_s,cancel_vol_b,cancel_vol_s,cancel_vwap_b,cancel_vwap_s,cancel_vol,cancel_val,cancel_orders,spread_bbo,spread_lv10,spread_1mio,levels_b,levels_s,vol_b_order,vol_s_order,val_b_order,val_s_order,imbalance_vol_bbo,imbalance_val_bbo,imbalance_vol,imbalance_val,vwap_b,vwap_s,vwap_b_1mio,vwap_s_1mio
2025-01-08,20:45:00,SBER,276.96,276.97,276.9,276.95,0.0,2236,6192265,121,276.93,-0.0036,76,45,2417819,3774446,873,1363,-0.22,276.96,276.92,7,63,138,297,933,482,400844681,248121872,145031,89754,276.39,276.45,234785,648966554,1415,827,437,435144182,237359041,157828,85646,275.71,277.14,243474,672503224,1264,0.4,7.1,1.1,1158,666,420576,327532,1133015908,922438928,-0.3,-0.3,0.12,0.1,269.4,281.63,276.93,276.96
2025-01-08,20:50:00,SBER,276.94,276.96,276.9,276.92,0.0,1406,3893708,105,276.94,-0.0072,62,43,2855284,1038424,1031,375,0.47,276.94,276.91,2,255,25,300,551,749,331288555,421230249,120096,152298,275.85,276.58,272394,752518805,1300,475,714,318973458,419845647,115324,151508,276.59,277.11,266832,738819105,1189,0.6,7.5,1.5,1155,666,416566,327978,1122496528,923671861,-0.45,-0.45,0.12,0.1,269.46,281.63,276.91,276.95
2025-01-08,20:55:00,SBER,276.93,276.93,276.84,276.86,0.0,1331,3685253,78,276.88,-0.0253,38,40,985738,2699516,356,975,-0.47,276.89,276.87,3,3,112,297,498,1458,211265529,706312788,76451,255061,276.34,276.92,331512,917578317,1956,448,1412,197871554,690739811,71508,249354,276.71,277.01,320862,888611366,1860,0.6,7.6,1.8,1155,669,420751,330721,1133931945,931305077,-0.42,-0.42,0.12,0.1,269.5,281.6,276.86,276.9
2025-01-08,21:00:00,SBER,276.85,276.86,276.75,276.75,0.0,3513,9724092,132,276.8,-0.0361,49,83,1179222,8544870,426,3087,-0.76,276.81,276.8,1,4,262,300,5272,2009,2378848634,925393368,859895,335072,276.64,276.18,1194967,3304242002,7281,5185,1971,2373155485,920094205,857701,332273,276.69,276.91,1189974,3293249690,7156,0.4,7.3,1.1,1149,675,421039,331441,1134698324,933285061,0.09,0.09,0.12,0.1,269.5,281.58,276.79,276.82
2025-01-08,21:05:00,SBER,276.75,276.79,276.71,276.74,0.0001,1206,3337591,96,276.75,-0.0036,45,51,1087688,2249904,393,813,-0.35,276.77,276.74,1,277,158,299,11992,10312,5177533079,4843674639,1871454,1749992,276.66,276.78,3621446,10021207719,22304,11932,10278,5175562681,4844859843,1870677,1750023,276.67,276.85,3620700,10020422524,22210,1.0,8.3,1.8,1145,674,420399,331848,1132906438,934401245,-0.34,-0.34,0.12,0.1,269.48,281.57,276.73,276.78
2025-01-08,21:10:00,SBER,276.74,276.78,276.66,276.74,0.0001,2555,7069504,92,276.69,0.0,39,53,1452806,5616698,525,2030,-0.59,276.73,276.68,8,132,123,286,12425,25161,4991220582,9426317119,1804597,3405994,276.58,276.76,5210591,14417537701,37586,12351,25128,4987632141,9425492455,1803059,3405298,276.62,276.79,5208357,14413124596,37479,1.0,8.6,2.5,1143,676,419879,330334,1131468277,930182841,-0.3,-0.3,0.12,0.1,269.47,281.59,276.68,276.75
2025-01-08,21:15:00,SBER,276.75,276.8,276.72,276.73,0.0001,873,2415973,52,276.74,-0.0072,33,19,1909563,506410,690,183,0.58,276.75,276.73,10,174,80,298,23098,25111,10603643533,10433994385,3832538,3769214,276.67,276.82,7601752,21037637919,48209,23060,25086,10601873517,10428758669,3831753,3767204,276.68,276.83,7598957,21030632186,48146,1.0,8.1,2.8,1146,679,419402,329178,1130182188,926936876,0.2,0.2,0.12,0.1,269.47,281.59,276.71,276.79
2025-01-08,21:20:00,SBER,276.72,276.73,276.63,276.65,0.0,3213,8889076,137,276.66,-0.0253,35,102,3981121,4907954,1439,1774,-0.1,276.66,276.66,4,34,79,293,564,23405,290431784,8791977143,105691,3178312,274.79,276.62,3284003,9082408927,23969,533,23306,300029828,8787473631,108526,3175544,276.46,276.72,3284070,9087503460,23839,0.6,7.9,1.7,1137,683,414063,331530,1115453062,933443258,0.15,0.15,0.11,0.09,269.39,281.56,276.64,276.69
2025-01-08,21:25:00,SBER,276.66,276.68,276.58,276.6,0.0,3822,10572420,150,276.62,-0.0217,53,97,3775949,6796471,1365,2457,-0.29,276.63,276.62,5,5,250,300,568,24133,291594827,11240873515,106072,4062511,274.9,276.7,4168583,11532468342,24701,490,24050,284047904,11239180820,102757,4061380,276.43,276.73,4164137,11523228725,24540,0.5,7.5,1.2,1133,686,412916,329614,1112280334,928084728,0.47,0.47,0.11,0.09,269.37,281.57,276.6,276.64
2025-01-08,21:30:00,SBER,276.6,276.72,276.59,276.7,0.0,8539,23624040,188,276.66,0.0362,135,53,14046607,9577432,5077,3462,0.19,276.67,276.64,7,249,26,299,1328,812,721795013,483957553,261150,174851,276.39,276.78,436001,1205752567,2140,1197,763,680022271,480585019,245924,173540,276.52,276.93,419464,1160607291,1960,0.4,7.7,0.9,1135,684,417056,323895,1123759223,912220489,0.13,0.13,0.13,0.1,269.45,281.64,276.64,276.67
2025-01-08,21:35:00,SBER,276.69,276.74,276.69,276.74,0.0,1699,4701471,74,276.72,0.0181,43,31,3669290,1032180,1326,373,0.56,276.72,276.72,11,86,11,289,383,408,133863863,195751276,48507,70939,275.97,275.94,119446,329615139,791,321,377,127827868,192231876,46215,69416,276.59,276.93,115631,320059745,698,0.4,7.4,0.9,1141,679,420542,321575,1133435164,905801318,-0.21,-0.21,0.13,0.11,269.52,281.68,276.71,276.74
2025-01-08,21:40:00,SBER,276.74,276.83,276.65,276.65,0.0001,7841,21695732,114,276.7,-0.0325,56,58,7195890,14499842,2600,5241,-0.34,276.77,276.66,3,81,273,291,6719,866,2372170387,479070951,858420,173180,276.34,276.63,1031600,2851241339,7585,6686,823,2368103825,455721165,855783,164567,276.72,276.92,1020350,2823824991,7509,1.0,7.9,1.7,1142,678,419890,321948,1131633105,906837615,0.08,0.08,0.13,0.11,269.51,281.67,276.72,276.77
2025-01-08,21:45:00,SBER,276.65,276.76,276.65,276.7,0.0001,1374,3802020,57,276.71,0.0181,23,34,498112,3303908,180,1194,-0.74,276.73,276.71,15,97,15,295,1461,39923,571856685,16489044370,206922,5958076,276.36,276.75,6164998,17060901056,41384,1409,39892,552500797,16480215197,199811,5954554,276.51,276.77,6154365,17032715995,41301,1.6,8.8,2.5,1137,681,417968,322275,1126319174,907757227,0.02,0.02,0.13,0.11,269.47,281.67,276.67,276.74
2025-01-08,21:50:00,SBER,276.7,276.76,276.68,276.75,0.0001,1275,3528458,71,276.74,0.0181,41,30,2617997,910462,946,329,0.48,276.74,276.74,6,21,188,297,416,2723,149704283,1273334060,54318,460122,275.61,276.74,514440,1423038344,3139,364,2694,155546923,1279538214,56256,462105,276.5,276.89,518361,1435085138,3058,0.6,8.5,1.9,1140,680,420878,323931,1134353853,912509766,-0.27,-0.27,0.13,0.11,269.52,281.7,276.71,276.76
2025-01-08,21:55:00,SBER,276.76,276.76,276.69,276.71,0.0001,1751,4845487,72,276.73,-0.0181,43,29,1566433,3279054,566,1185,-0.35,276.76,276.71,5,5,75,300,318,33975,112785226,12925611700,41231,4669787,273.54,276.79,4711018,13038396927,34293,265,33946,109283443,12922713665,39511,4668377,276.59,276.81,4707888,13031997109,34211,1.4,8.1,2.2,1139,679,418799,321252,1128656612,905040450,-0.06,-0.06,0.13,0.11,269.5,281.72,276.7,276.76
2025-01-08,22:00:00,SBER,276.71,276.81,276.66,276.78,0.0,5175,14321517,105,276.74,0.0253,60,45,7099013,7222504,2565,2610,-0.01,276.76,276.72,12,230,70,299,8258,57631,3029185028,27432278910,1095917,9910489,276.41,276.8,11006406,30461463938,65889,8201,57587,3019097311,27424098406,1091336,9906046,276.64,276.84,10997382,30443195718,65788,0.8,8.6,1.6,1138,679,419266,321061,1129949964,904509790,0.15,0.15,0.13,0.11,269.51,281.73,276.73,276.77
2025-01-08,22:05:00,SBER,276.74,276.88,276.74,276.88,0.0,2183,6042882,67,276.82,0.0506,48,19,4631196,1411686,1673,510,0.53,276.82,276.8,4,293,4,294,7590,7646,3539052231,3576029537,1279037,1291593,276.7,276.87,2570630,7115081768,15236,7532,7608,3520524161,3579405938,1272178,1292630,276.73,276.91,2564808,7099930100,15140,0.4,7.8,1.4,1144,675,421105,318485,1135039571,896945758,0.22,0.22,0.14,0.12,269.54,281.63,276.78,276.82
2025-01-08,22:10:00,SBER,276.89,276.9,276.83,276.86,0.0,13909,38508283,122,276.86,-0.0108,80,42,34543864,3964418,12477,1432,0.79,276.86,276.84,4,239,48,297,562,17925,319312562,8342444702,117134,3013462,272.6,276.84,3130596,8661757264,18487,505,17869,330889640,8309691545,119587,3000598,276.69,276.93,3120185,8640581185,18374,0.5,7.6,1.2,1149,671,420431,320852,1133180382,903502299,0.02,0.02,0.13,0.11,269.53,281.6,276.84,276.88
2025-01-08,22:15:00,SBER,276.86,276.86,276.8,276.8,0.0,2152,5957311,70,276.83,-0.0217,38,32,423576,5533736,153,1999,-0.86,276.85,276.83,4,4,220,299,10465,255,4423780234,164852185,1598635,61073,276.72,269.93,1659708,4588632419,10720,10407,226,4380282950,161723650,1582754,58377,276.75,277.03,1641131,4542006601,10633,0.6,8.0,1.2,1147,672,421191,317732,1135219540,894863390,0.37,0.37,0.14,0.12,269.52,281.64,276.81,276.85
2025-01-08,22:20:00,SBER,276.82,276.83,276.8,276.83,0.0,3504,9699303,66,276.81,0.0036,37,29,3368882,6330422,1217,2287,-0.31,276.82,276.8,10,31,30,283,3695,339,1468207861,225749310,530794,81668,276.61,276.42,612462,1693957171,4034,3662,307,1459488073,217212640,527380,78420,276.74,276.99,605800,1676700713,3969,0.6,7.3,1.4,1146,673,430592,318163,1161070279,896046676,0.17,0.17,0.15,0.13,269.64,281.63,276.79,276.83
2025-01-08,22:25:00,SBER,276.83,276.9,276.8,276.87,0.0,3373,9338386,75,276.86,0.0144,50,25,6564654,2773733,2371,1002,0.41,276.87,276.82,26,138,64,293,1216,379,583715169,226723794,212601,82688,274.56,274.19,295289,810438963,1595,1184,354,576774388,222638017,208444,80366,276.7,277.03,288810,799412405,1538,0.7,7.5,1.6,1147,669,434647,317146,1172304682,893220050,-0.2,-0.2,0.16,0.14,269.71,281.64,276.83,276.88
2025-01-08,22:30:00,SBER,276.87,276.98,276.86,276.95,0.0,4884,13525392,114,276.93,0.0289,85,29,12057845,1467547,4354,530,0.78,276.94,276.9,15,271,66,291,375,1799,188811913,687692187,68313,248504,276.39,276.73,316817,876504100,2174,320,1749,185182156,680574477,66919,245705,276.73,276.99,312624,865756634,2069,0.4,7.6,1.0,1151,665,433137,316498,1168150864,891431562,0.27,0.27,0.16,0.13,269.69,281.65,276.9,276.93
2025-01-08,22:35:00,SBER,276.95,276.95,276.8,276.81,0.0,3895,10784916,89,276.89,-0.0506,36,53,3181790,7603126,1149,2746,-0.41,276.92,276.88,5,5,189,287,343,9967,173134956,4566660151,63002,1649435,274.81,276.86,1712437,4739795108,10310,302,9933,170382750,4559876548,61580,1646806,276.69,276.89,1708386,4730259298,10235,0.7,8.6,1.7,1147,666,430283,315374,1160241664,888320915,-0.07,-0.07,0.15,0.13,269.65,281.67,276.86,276.91
2025-01-08,22:40:00,SBER,276.82,276.97,276.81,276.95,0.0,3307,9158160,82,276.93,0.047,54,28,7020190,2137970,2535,772,0.53,276.93,276.94,2,199,3,297,731,40982,391895399,18893754386,142932,6820897,274.18,277.0,6963829,19285649786,41713,680,40940,378593196,18883987090,136818,6816789,276.71,277.02,6953607,19262580287,41620,0.7,8.4,1.2,1151,663,431411,314771,1163378451,886659648,0.18,0.18,0.16,0.13,269.67,281.68,276.91,276.94
2025-01-08,22:45:00,SBER,276.96,276.98,276.96,276.98,0.0,1647,4561756,57,276.97,0.0072,38,19,3570205,991551,1289,358,0.57,276.97,276.97,39,74,39,277,2815,4150,1200881318,1927634026,433991,695769,276.71,277.05,1129760,3128515344,6965,2775,4123,1197123992,1931644106,432405,697159,276.85,277.07,1129564,3128768099,6898,0.4,8.1,0.6,1155,658,431846,314088,1164604788,884770497,-0.72,-0.72,0.16,0.14,269.68,281.69,276.96,276.98
2025-01-08,22:50:00,SBER,276.98,276.98,276.9,276.94,0.0,2405,6660639,73,276.95,-0.0144,24,49,2212911,4447728,799,1606,-0.34,276.96,276.94,2,2,236,297,484,1217,256497252,566081781,92842,204890,276.27,276.29,297732,822579034,1701,457,1176,252922977,560141092,91373,202122,276.8,277.13,293495,813064070,1633,0.6,8.3,1.6,1152,658,431895,312177,1164738427,879449717,-0.73,-0.73,0.16,0.14,269.68,281.72,276.92,276.96
2025-01-08,22:55:00,SBER,276.94,276.95,276.83,276.85,0.0001,2287,6331837,79,276.86,-0.0325,46,33,2187413,4144424,790,1497,-0.31,276.89,276.85,2,4,111,293,300,4209,172165606,2029954001,62384,734387,275.98,276.41,796771,2202119607,4509,244,4172,170117738,2024469516,61486,730995,276.68,276.95,792481,2194587254,4416,0.7,8.0,1.3,1147,665,430531,312482,1160958842,880272279,0.15,0.15,0.16,0.14,269.66,281.7,276.84,276.88
2025-01-08,23:00:00,SBER,276.83,276.87,276.83,276.87,0.0,1385,3834261,56,276.84,0.0144,26,30,1223678,2610583,442,943,-0.36,276.85,276.84,13,297,13,297,183,167,98835094,113479825,35891,41129,275.38,275.91,77020,212314919,350,152,138,102851750,116203617,37169,41941,276.71,277.06,79110,219055367,290,0.4,7.1,0.8,1147,668,429253,312223,1157421977,879544532,-0.23,-0.23,0.16,0.14,269.64,281.7,276.83,276.86
2025-01-08,23:05:00,SBER,276.84,276.9,276.83,276.9,0.0,1128,3123256,65,276.88,0.0217,44,21,2663668,459588,962,166,0.71,276.89,276.86,1,168,1,294,248,268,124677339,159470632,45195,57622,275.87,276.75,102817,284147971,516,213,251,126530777,159964990,45733,57739,276.67,277.05,103472,286495767,464,0.7,7.9,1.7,1148,666,426556,311280,1149981358,876924325,-0.06,-0.06,0.16,0.13,269.6,281.71,276.84,276.89
2025-01-08,23:10:00,SBER,276.86,276.98,276.86,276.94,0.0001,1972,5461153,80,276.93,0.0289,51,29,4912889,548265,1774,198,0.8,276.94,276.9,4,297,4,297,287,301,178077185,176091526,65792,63700,270.67,276.44,129492,354168712,588,232,265,172349863,168112502,62285,60667,276.71,277.11,122952,340462365,497,0.7,7.6,2.0,1152,664,426720,311292,1150448646,876987672,-0.66,-0.66,0.16,0.13,269.6,281.72,276.88,276.93
2025-01-08,23:15:00,SBER,276.95,276.98,276.84,276.85,0.0,4299,11902255,129,276.86,-0.0361,31,98,742089,11160166,268,4031,-0.88,276.9,276.86,7,30,127,263,351,863,239170338,497758806,86552,181036,276.33,274.95,267588,736929145,1214,309,786,244367925,498769231,88592,180037,275.84,277.04,268629,743137156,1095,0.7,8.1,1.7,1151,667,431281,311453,1163113351,877449525,0.18,0.18,0.16,0.14,269.69,281.73,276.86,276.91
2025-01-08,23:20:00,SBER,276.85,276.94,276.83,276.87,0.0,5077,14057243,150,276.88,0.0072,52,98,8448284,5608959,3051,2026,0.2,276.9,276.85,8,137,259,281,245,560,163251063,341876940,61070,123645,267.32,276.5,184715,505128003,805,208,451,161013277,319268443,58198,115249,276.66,277.02,173447,480281721,659,0.9,8.2,1.9,1148,668,421845,311774,1137750212,878325475,0.0,0.0,0.15,0.13,269.71,281.72,276.84,276.9
2025-01-08,23:25:00,SBER,276.85,276.9,276.83,276.89,0.0,2308,6390146,113,276.87,0.0144,35,78,3170324,3219821,1145,1163,-0.01,276.88,276.85,6,197,78,282,152,267,114087327,147194711,41760,53473,273.2,275.27,95233,261282038,419,118,184,114160888,147532487,41260,53251,276.69,277.05,94511,261693376,302,1.0,8.1,1.6,1145,671,419485,311045,1131235006,876303146,0.48,0.48,0.15,0.13,269.67,281.73,276.85,276.89
2025-01-08,23:30:00,SBER,276.9,276.95,276.87,276.94,0.0001,3556,9846636,69,276.9,0.0144,43,26,3444934,6401702,1244,2312,-0.3,276.92,276.89,1,113,8,300,198,190,165472707,143625816,59964,53913,275.95,266.4,113877,309098524,388,164,177,144149150,134636127,52167,48586,276.32,277.11,100753,278785278,341,1.0,8.7,1.6,1144,666,422024,311539,1138349701,877691304,0.29,0.29,0.15,0.13,269.74,281.73,276.89,276.93
2025-01-08,23:35:00,SBER,276.9,276.95,276.83,276.93,0.0001,5007,13864204,79,276.9,0.0108,43,36,5801759,8062445,2095,2912,-0.16,276.93,276.87,2,153,9,287,207,350,154935139,257219364,57790,95002,268.1,270.75,152792,412154503,557,167,311,159292527,255695517,57604,92287,276.53,277.07,149891,414988045,478,1.6,8.8,2.5,1143,663,419994,311999,1132782040,878976768,-0.11,-0.11,0.15,0.13,269.71,281.72,276.87,276.93
2025-01-08,23:40:00,SBER,276.94,276.98,276.75,276.79,0.0001,13667,37840609,168,276.88,-0.0542,51,117,13966537,23874072,5043,8624,-0.26,276.95,276.83,3,44,48,300,297,350,188438336,278992465,72946,108902,258.33,256.19,181848,467430802,647,232,317,172136735,269925637,62221,97408,276.65,277.11,159629,442062373,549,1.7,10.4,3.3,1138,664,416705,306818,1123759730,864607478,-0.37,-0.37,0.15,0.13,269.68,281.8,276.83,276.92
2025-01-08,23:45:00,SBER,276.78,276.9,276.72,276.81,0.0001,11543,31950781,131,276.8,0.0108,42,89,6486925,25463856,2343,9200,-0.59,276.86,276.78,7,9,289,293,208,289,81873367,162706804,30099,64574,272.01,251.97,94673,244580172,497,129,250,83452941,156242860,30207,56397,276.27,277.04,86604,239695802,379,1.7,10.2,2.9,1133,668,413031,307717,1113629637,867056811,-0.13,-0.13,0.15,0.12,269.62,281.77,276.79,276.86
2025-01-08,23:50:00,SBER,276.81,277.06,276.73,277.0,0.0001,23161,64138292,246,276.92,0.0686,163,83,45274287,18864005,16349,6812,0.41,276.92,276.92,1,259,143,294,184,250,94580119,108338849,35907,41051,263.4,263.91,76958,202918968,434,302,281,91765643,193555904,33404,68459,274.71,282.73,101863,285321548,583,1.3,12.4,2.4,1118,652,402775,278445,1085702372,783623513,0.29,0.29,0.18,0.16,269.56,281.4,276.88,276.94
2025-01-09,10:05:00,SBER,276.89,278.0,276.45,277.99,0.0001,137671,381754840,2641,277.3,0.3973,1526,1115,232310085,149444756,83741,53930,0.22,277.41,277.11,1,287,49,300,25944,36805,11209366652,16479850185,4095258,5960750,273.72,276.47,10056008,27689216837,62749,24651,35017,10890350530,16175810366,3933729,5834726,276.85,277.23,9768455,27066160896,59668,1.2,9.0,2.3,861,628,262147,198971,710034748,568416841,0.22,0.22,0.14,0.11,270.85,285.69,277.26,277.32
2025-01-09,10:10:00,SBER,277.99,278.77,277.71,278.26,0.0001,131825,366830565,2136,278.27,0.0971,1308,828,232902509,133928056,83699,48126,0.27,278.26,278.29,1,172,44,300,9115,12449,5106888792,6950889605,1862965,2510381,274.13,276.89,4373346,12057778397,21564,8131,10892,4825731098,6509512948,1736987,2337406,277.82,278.49,4074393,11335244046,19023,1.0,8.6,1.9,926,595,278031,213489,754259251,609531742,-0.06,-0.06,0.13,0.11,271.28,285.55,278.21,278.26
2025-01-09,10:15:00,SBER,278.27,278.3,277.97,278.0,0.0,47783,132869109,967,278.07,-0.097,381,586,49729846,83139263,17883,29900,-0.25,278.08,278.06,2,3,280,300,3397,4080,2027804068,2375254676,734526,863197,276.07,275.17,1597723,4403058745,7477,2839,3334,1916707452,2228908957,689972,800898,277.79,278.3,1490870,4145616410,6173,0.8,8.1,1.3,924,636,282674,255471,766950538,726923524,-0.04,-0.04,0.05,0.03,271.32,284.54,278.07,278.11
2025-01-09,10:20:00,SBER,278.0,278.01,277.33,277.33,0.0001,48194,133824424,1135,277.68,-0.241,396,739,40883738,92940686,14722,33472,-0.39,277.71,277.67,1,1,299,300,7302,4563,5176471829,3261151941,1869179,1191815,276.94,273.63,3060994,8437623771,11865,6703,3898,5077931105,3141949771,1830491,1130431,277.41,277.94,2960922,8219880877,10601,1.1,8.4,2.2,903,675,280018,271754,758989943,772260572,0.33,0.33,0.02,-0.01,271.05,284.18,277.62,277.68
2025-01-09,10:25:00,SBER,277.33,277.63,277.05,277.08,0.0001,59615,165350557,1112,277.36,-0.0901,497,615,77371683,87978874,27887,31728,-0.06,277.45,277.29,1,144,283,298,6639,5597,4435674496,4640667858,1605174,1692981,276.34,274.11,3298155,9076342355,12236,5991,5029,4311784831,4615339425,1555665,1662598,277.17,277.6,3218263,8927124257,11020,1.1,8.5,1.9,905,692,281204,271702,761527751,772151186,-0.11,-0.11,0.02,-0.01,270.81,284.2,277.44,277.5
2025-01-09,10:30:00,SBER,277.1,277.4,276.22,276.38,0.0001,111240,307798569,1975,276.7,-0.2598,630,1345,95224511,212574058,34412,76828,-0.38,276.72,276.69,1,54,252,300,26833,44456,13387169145,42832567704,4848916,15490489,276.09,276.51,20339405,56219736849,71289,25867,43389,13147358152,42630205302,4756371,15381048,276.42,277.16,20137419,55777563454,69256,1.1,8.7,2.4,875,733,267435,267069,723032854,759129347,-0.06,-0.06,0.0,-0.02,270.36,284.25,276.8,276.87
2025-01-09,10:35:00,SBER,276.43,276.61,275.32,275.65,0.0001,129883,358288526,2482,275.85,-0.2822,831,1651,143157485,215131041,51882,78001,-0.2,275.93,275.81,1,1,214,300,51422,40280,23433529198,26209235974,8523192,9537803,274.94,274.79,18060995,49642765172,91702,49939,39094,23171396318,25973937111,8403938,9408241,275.72,276.08,17812179,49145333430,89033,1.1,8.4,2.0,841,774,253852,275867,684828267,783278178,0.02,0.02,-0.04,-0.07,269.77,283.93,275.85,275.9
2025-01-09,10:40:00,SBER,275.66,276.2,275.17,275.2,0.0001,77030,212403440,1631,275.74,-0.1669,806,825,105107503,107295938,38102,38928,-0.01,275.86,275.63,1,99,300,300,26356,60309,12239176459,31619178870,4462523,11487977,274.27,275.24,15950500,43858355329,86665,25386,59533,12057548272,31471466453,4375952,11410106,275.54,275.82,15786058,43529014725,84919,0.8,8.3,1.9,861,793,272582,283059,735509767,803228699,-0.11,-0.11,-0.02,-0.04,269.83,283.77,275.72,275.77
2025-01-09,10:45:00,SBER,275.19,275.37,274.72,275.0,0.0,142151,390990717,3360,275.05,-0.069,1081,2279,136182634,254808083,49498,92653,-0.3,275.13,275.01,1,193,53,300,32290,39779,16366132968,19062199079,5962107,6954032,274.5,274.12,12916139,35428332047,72069,31020,37564,16021703551,18704088396,5826533,6795106,274.98,275.26,12621639,34725791948,68584,0.6,7.9,1.5,833,830,280094,300366,754894560,850920429,-0.15,-0.15,-0.04,-0.06,269.51,283.3,275.09,275.13
2025-01-09,10:50:00,SBER,275.0,275.8,274.89,275.72,0.0001,90751,249947260,1245,275.42,0.2618,773,472,161790986,88156274,58735,32016,0.29,275.46,275.35,1,206,47,300,88185,17660,40833820643,10888130782,14848641,3975334,275.0,273.89,18823975,51721951425,105845,87365,16988,40624817129,10778647332,14749355,3912345,275.43,275.5,18661700,51403464461,104353,0.9,8.5,2.6,874,824,287490,303319,774945681,859306775,-0.19,-0.19,-0.03,-0.05,269.55,283.3,275.44,275.51
2025-01-09,10:55:00,SBER,275.72,275.76,275.08,275.27,0.0001,35774,98541179,790,275.45,-0.1632,334,456,39065622,59475557,14178,21596,-0.21,275.54,275.4,4,148,272,300,57107,39321,27095425012,19628769316,9844093,7137581,275.25,275.01,16981674,46724194328,96428,56684,38871,27047853249,19565312563,9818369,7102183,275.48,275.48,16920552,46613165812,95555,1.3,8.8,2.8,882,834,289393,295685,780075452,838368050,-0.02,-0.02,-0.01,-0.04,269.55,283.53,275.49,275.57
2025-01-09,11:00:00,SBER,275.21,275.29,274.52,274.75,0.0001,92544,254354358,1849,274.85,-0.1671,591,1258,80610245,173744114,29332,63212,-0.37,274.82,274.86,1,12,177,300,10797,31229,6301249550,15154305003,2301508,5526633,273.79,274.21,7828141,21455554553,42026,9920,30182,6048333050,14907142311,2202462,5419930,274.62,275.04,7622392,20955475361,40102,1.0,8.4,2.1,841,855,287208,303882,773465008,860837522,0.28,0.28,-0.03,-0.05,269.29,283.28,274.84,274.9
2025-01-09,11:05:00,SBER,274.73,274.95,274.03,274.75,0.0001,144964,397853133,1910,274.45,0.0073,806,1104,166812268,231040865,60769,84195,-0.16,274.5,274.41,1,229,138,300,66220,31619,32170401016,16698224077,11731844,6117669,274.21,272.95,17849513,48868625094,97839,65108,30724,31791614332,16422745655,11581429,5979289,274.51,274.66,17560718,48214359988,95832,0.7,8.3,2.2,821,891,293534,326556,790028827,923387255,-0.12,-0.12,-0.05,-0.08,269.13,282.77,274.49,274.55
2025-01-09,11:10:00,SBER,274.77,275.46,274.56,275.35,0.0,47638,130995040,896,274.98,0.2111,564,332,77252341,53742699,28087,19551,0.18,275.05,274.88,1,230,129,300,62102,34164,27992063210,22178040372,10203633,8069075,274.33,274.85,18272708,50170103583,96266,61586,33663,27906703601,22077051036,10151675,8019374,274.9,275.3,18171049,49983754637,95249,0.7,8.6,1.9,859,880,313889,331181,845952672,936676578,-0.1,-0.1,-0.03,-0.05,269.51,282.83,274.96,275.01
2025-01-09,11:15:00,SBER,275.35,275.38,274.85,274.93,0.0,29327,80695682,589,275.16,-0.1525,258,331,32696646,47999036,11882,17445,-0.19,275.18,275.14,1,8,116,300,9694,31286,5094437660,24255596206,1861197,8814248,273.72,275.19,10675445,29350033866,40980,9341,30915,5036937498,24177559869,1832602,8783009,274.85,275.28,10615611,29214497367,40256,0.7,8.4,2.0,876,880,314546,338952,847936546,958439073,-0.23,-0.23,-0.04,-0.06,269.57,282.77,275.04,275.1
2025-01-09,11:20:00,SBER,274.87,275.0,274.5,274.98,0.0,39235,107793650,709,274.74,0.04,299,410,36006744,71786906,13105,26130,-0.33,274.76,274.73,3,281,84,300,15998,28282,8021411044,19848265131,2925830,7226495,274.16,274.66,10152325,27869676176,44280,15588,27891,7910969727,19790729603,2880536,7197190,274.64,274.98,10077726,27701699331,43479,0.6,8.2,1.5,868,903,327022,339867,881404063,960888112,0.4,0.4,-0.02,-0.04,269.52,282.73,274.76,274.8
2025-01-09,11:25:00,SBER,274.98,275.8,274.78,275.68,0.0,54472,149982850,980,275.34,0.2546,683,297,112060903,37921947,40696,13776,0.49,275.36,275.28,5,284,32,300,28704,38627,13901664734,31409836923,5077435,11416432,273.79,275.13,16493867,45311501657,67331,28216,38126,13804731772,31299760584,5019240,11372933,275.04,275.21,16392173,45104492357,66342,0.7,8.3,2.0,895,879,339764,333480,916379970,943471870,-0.05,-0.05,0.01,-0.02,269.7,282.92,275.18,275.24
2025-01-09,11:30:00,SBER,275.67,275.67,275.07,275.3,0.0001,38258,105370338,564,275.42,-0.1342,221,343,21025734,84344605,7634,30624,-0.6,275.42,275.42,1,1,59,300,34279,20174,15717064365,9720536752,5715307,3531785,275.0,275.23,9247092,25437601117,54453,33912,19823,15636679371,9578660706,5680824,3476164,275.25,275.55,9156988,25215340077,53735,0.9,8.5,2.3,911,867,334775,339920,902932729,961482181,0.16,0.16,-0.01,-0.03,269.71,282.86,275.4,275.47
